id,number,repo,html_url,reverted
3245723021,8,APiTJLillo/UOFlow,https://github.com/APiTJLillo/UOFlow/pull/8,1
3124904427,1,ATsu148/Kakomon,https://github.com/ATsu148/Kakomon/pull/1,1
3209169054,1,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/1,1
3211222599,10,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/10,1
3209566940,5,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/5,1
3211020073,6,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/6,1
3211221924,7,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/7,1
3211222539,9,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/9,1
3211222614,11,AVS-club/Fleet-Management-System---Trip-Sheet-Module3,https://github.com/AVS-club/Fleet-Management-System---Trip-Sheet-Module3/pull/11,1
3136495339,2,Aashish-fynd/bhandara,https://github.com/Aashish-fynd/bhandara/pull/2,1
3195370410,20,Aashish-fynd/bhandara,https://github.com/Aashish-fynd/bhandara/pull/20,1
3224764697,25,Aashish-fynd/bhandara,https://github.com/Aashish-fynd/bhandara/pull/25,1
3128585685,1,AbrahamDela/DelCorp,https://github.com/AbrahamDela/DelCorp/pull/1,1
3233869206,3,Accelergreat/Accelergreat,https://github.com/Accelergreat/Accelergreat/pull/3,1
3160978700,1,AcidicSoil/claude-task-master,https://github.com/AcidicSoil/claude-task-master/pull/1,1
3247880956,1,Acquah-io/Jeffrey,https://github.com/Acquah-io/Jeffrey/pull/1,1
3184449815,2,Adalink-ai/koder-cli,https://github.com/Adalink-ai/koder-cli/pull/2,1
3184440174,1,Adalink-ai/koder-cli,https://github.com/Adalink-ai/koder-cli/pull/1,1
3184464539,3,Adalink-ai/koder-cli,https://github.com/Adalink-ai/koder-cli/pull/3,1
3164086530,21,Adam-R-Lawrence/Holm,https://github.com/Adam-R-Lawrence/Holm/pull/21,1
3141975542,3,AdamD14/TipJar,https://github.com/AdamD14/TipJar/pull/3,1
3117629459,1,Adamo-Films/Habitos,https://github.com/Adamo-Films/Habitos/pull/1,1
3118339563,11,Adamo-Films/Habitos,https://github.com/Adamo-Films/Habitos/pull/11,1
3118424416,12,Adamo-Films/Habitos,https://github.com/Adamo-Films/Habitos/pull/12,1
3128757215,48,Adamo-Films/Habitos,https://github.com/Adamo-Films/Habitos/pull/48,1
3118045592,6,Adamo-Films/Habitos,https://github.com/Adamo-Films/Habitos/pull/6,1
3264380831,3,Adesina08/snack-track-insight-app,https://github.com/Adesina08/snack-track-insight-app/pull/3,1
3264459619,7,Adesina08/snack-track-insight-app,https://github.com/Adesina08/snack-track-insight-app/pull/7,1
3164373177,1,Adityarajsingh2904/Fruit-Ninja-Clean,https://github.com/Adityarajsingh2904/Fruit-Ninja-Clean/pull/1,1
3180715594,3,Adityarajsingh2904/MovieMinds-Movie-Recommender,https://github.com/Adityarajsingh2904/MovieMinds-Movie-Recommender/pull/3,1
3180085977,2,Adityarajsingh2904/RealWorld-NodeAPI,https://github.com/Adityarajsingh2904/RealWorld-NodeAPI/pull/2,1
3184972750,5,Adyem/DND_tools,https://github.com/Adyem/DND_tools/pull/5,1
3246488313,1,AgazW/RetinaDxAI,https://github.com/AgazW/RetinaDxAI/pull/1,1
2760243902,605,AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/605,1
2895754600,729,AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/729,1
3244636959,6,Agostini33/alex173,https://github.com/Agostini33/alex173/pull/6,1
3228439895,3,AhmedAbdEllatifMazeed/press,https://github.com/AhmedAbdEllatifMazeed/press/pull/3,1
3226192199,2,AhmedAbdEllatifMazeed/press,https://github.com/AhmedAbdEllatifMazeed/press/pull/2,1
3255827181,1,AhmedChlk/ahmed-anis-freelance-porfolio-,https://github.com/AhmedChlk/ahmed-anis-freelance-porfolio-/pull/1,1
3163617218,31,AhmedSalih3d/SPHExample,https://github.com/AhmedSalih3d/SPHExample/pull/31,1
3166282056,39,AhmedSalih3d/SPHExample,https://github.com/AhmedSalih3d/SPHExample/pull/39,1
3081745047,42,Aias/red-cliff-record,https://github.com/Aias/red-cliff-record/pull/42,1
2810785494,2,Aid-On/aid-on-js-training,https://github.com/Aid-On/aid-on-js-training/pull/2,1
2811720701,29,Aid-On/aid-on-js-training,https://github.com/Aid-On/aid-on-js-training/pull/29,1
3260853682,72,Airbolt-AI/airbolt,https://github.com/Airbolt-AI/airbolt/pull/72,1
3169834617,1,Akopanakis/page-from-github-now-96,https://github.com/Akopanakis/page-from-github-now-96/pull/1,1
3154243236,10,Akzuwo/AkzuwoRankAPIPlaceholder,https://github.com/Akzuwo/AkzuwoRankAPIPlaceholder/pull/10,1
3153386172,1,Akzuwo/AkzuwoRankAPIPlaceholder,https://github.com/Akzuwo/AkzuwoRankAPIPlaceholder/pull/1,1
3256265035,28,AlAlNi/resume_alalni,https://github.com/AlAlNi/resume_alalni/pull/28,1
3190184681,4,AlexBomber12/AWA-App,https://github.com/AlexBomber12/AWA-App/pull/4,1
3193802043,41,AlexBomber12/AWA-App,https://github.com/AlexBomber12/AWA-App/pull/41,1
3166018116,1,Alexander070702/Alexander070702.github.io,https://github.com/Alexander070702/Alexander070702.github.io/pull/1,1
3164533284,1,AlexanderRoller/lerobot,https://github.com/AlexanderRoller/lerobot/pull/1,1
3250172133,2,AlexandruCiontu/marketplace,https://github.com/AlexandruCiontu/marketplace/pull/2,1
3072162160,1,AlexeySavelyev27/F1-2012-LUA-Script-Loader,https://github.com/AlexeySavelyev27/F1-2012-LUA-Script-Loader/pull/1,1
3131671693,2,Alexh2807/EntrepriseManager,https://github.com/Alexh2807/EntrepriseManager/pull/2,1
3275479127,2,Alexh2807/OMEGA-WEBSITE,https://github.com/Alexh2807/OMEGA-WEBSITE/pull/2,1
3147688772,59,AliasUruz/whisper-flash-transcriber,https://github.com/AliasUruz/whisper-flash-transcriber/pull/59,1
3117756310,2,AliasUruz/whisper-flash-transcriber,https://github.com/AliasUruz/whisper-flash-transcriber/pull/2,1
3121534227,21,AliasUruz/whisper-flash-transcriber,https://github.com/AliasUruz/whisper-flash-transcriber/pull/21,1
3117757648,3,AliasUruz/whisper-flash-transcriber,https://github.com/AliasUruz/whisper-flash-transcriber/pull/3,1
3138804021,2,All8yMySelf/lb_1file,https://github.com/All8yMySelf/lb_1file/pull/2,1
3157942254,1,AlphaDataOmega/AlphaDataOmega,https://github.com/AlphaDataOmega/AlphaDataOmega/pull/1,1
3157998149,8,AlphaDataOmega/AlphaDataOmega,https://github.com/AlphaDataOmega/AlphaDataOmega/pull/8,1
3153550669,2,AlphaIADA/havre-de-la-calm,https://github.com/AlphaIADA/havre-de-la-calm/pull/2,1
3171416328,117,Alphonsus411/pCobra,https://github.com/Alphonsus411/pCobra/pull/117,1
3192185661,739,Altinn/altinn-storage,https://github.com/Altinn/altinn-storage/pull/739,1
3156286298,2462,Altinn/dialogporten,https://github.com/Altinn/dialogporten/pull/2462,1
